ETC_20150317_000001	Kepa	케파
ETC_20150317_005443	Hoplite 3rd Circle required	하플라이트 3서클 필요
ETC_20150317_005444	Krivis 2nd Circle required	크리비 2서클 필요
ETC_20150317_005445	Krivis 3rd Circle required	크리비 3서클 필요
ETC_20150317_005446	Linker 3rd Circle required	링커 3서클 필요 
ETC_20150317_005447	Linker 2nd Circle required	링커 2서클 필요 
ETC_20150317_005448	Paladin 2nd Circle required	팔라딘 2서클 필요
ETC_20150317_005449	Paladin 3rd Circle required	팔라딘 3서클 필요
ETC_20150317_005450	Peltasta 2nd Circle required	펠타스타 2서클 필요 
ETC_20150317_005451	Peltasta 3rd Circle required	펠타스타 3서클 필요 
ETC_20150317_005452	Priest 2nd Circle required	프리스트 2서클 필요
ETC_20150317_005453	Priest 3rd Circle required	프리스트 3서클 필요
ETC_20150317_005454	Psychokino 2nd Circle required	사이코키노 2서클 필요 
ETC_20150317_005455	Psychokino 3rd Circle required	사이코키노 3서클 필요  
ETC_20150317_005456	Quarrel Shooter 2nd Circle required	쿼렐슈터 2서클 필요
ETC_20150317_005457	Quarrel Shooter 3rd Circle required	쿼렐슈터 3서클 필요
ETC_20150317_005458	Ranger 2nd Circle required	레인저 2서클 필요
ETC_20150317_005459	Ranger 3rd Circle required	레인저 3서클 필요
ETC_20150317_005460	Rodelero 2nd Circle required	로델레로 2서클 필요
ETC_20150317_005461	Rodelero 3rd Circle required	로델레로 3서클 필요
ETC_20150317_005462	Sadhu 2nd Circle required	사두 2서클 필요
ETC_20150317_005463	Sadhu 3rd Circle required	사두 3서클 필요
ETC_20150317_005464	Sapper 2nd Circle required	새퍼 2서클 필요
ETC_20150317_005465	Sapper 3rd Circle required	새퍼 3서클 필요
ETC_20150317_005466	Scout 2nd Circle required	스카우트 2서클 필요
ETC_20150317_005467	Scout 3rd Circle required	스카우트 3서클 필요
ETC_20150317_005468	Thaumaturge 2nd Circle required	쏘마터지 2서클 필요
ETC_20150317_005469	Swordsman 2nd Circle required	소드맨 2서클 필요
ETC_20150317_005470	Swordsman 3rd Circle required	소드맨 3서클 필요
ETC_20150317_005471	Wizard 2nd Circle required	위자드 2서클 필요
ETC_20150317_005472	Wizard 3rd Circle required	위자드 3서클 필요
ETC_20150317_005473	Wugushi 2nd Circle required	무고사 2서클 필요
ETC_20150317_005474	Wugushi 3rd Circle required	무고사 3서클 필요
ETC_20150317_005475	Ranking Test	랭킹테스트
ETC_20150317_005476	Test Ranking	테스트 랭킹
ETC_20150317_005477	Best Damage	탑데미지
ETC_20150317_005478	Maximum Damage	최고데미지
ETC_20150317_005479	The beginning of the Savior	태초의 구원자
ETC_20150317_005480	This title is given to users who participated in the CBT.	CBT참여한 유저들에게 주어지는 칭호입니다.
ETC_20150317_005481	Monster Ruler	몬스터 지배자
ETC_20150317_005482	Defeated 100 monsters.	몬스터를 100마리 처치했다.
ETC_20150317_005483	Monster Conqueror	몬스터 정복자
ETC_20150317_005484	Defeated 1,000 monsters.	몬스터를 1,000마리 처치했다.
ETC_20150317_005485	Monster Exterminator	몬스터 몰살자
ETC_20150317_005486	Defeated 10,000 monsters.	몬스터를 10,000마리 처치했다.
ETC_20150317_005487	Monster Hunter	몬스터 헌터
ETC_20150317_005488	Defeated 100,000 monsters.	몬스터를 100,000마리 처치했다.
ETC_20150317_005489	The One Who Successfully Overkilled	오버킬을 성공한 자
ETC_20150317_005490	Achieved 100 Overkills	오버킬을 100회 달성했다.
ETC_20150317_005491	Overkill Beginner	오버킬의 초보자
ETC_20150317_005492	Achieved 500 Overkills	오버킬을 500회 달성했다.
ETC_20150317_005493	Overkill Master	오버킬의 달인
ETC_20150317_005494	Achieved 1,000 Overkills	오버킬을 1,000회 달성했다.
ETC_20150317_005495	Overkill God	오버킬의 신
ETC_20150317_005496	Achieved 3,000 Overkills	오버킬을 3,000회 달성했다.
ETC_20150317_005497	Boss Ruler	보스 지배자
ETC_20150317_005498	Defeated 100 boss monsters.	보스 몬스터를 100마리를 처치했다.
ETC_20150317_005499	Boss Conqueror	보스 정복자
ETC_20150317_005500	Defeated 300 boss monsters.	보스 몬스터를 300마리를 처치했다.
ETC_20150317_005501	Boss Hunter	보스 헌터
ETC_20150317_005502	Defeated 500 boss monsters.	보스 몬스터를 500마리를 처치했다.
ETC_20150317_005503	The Walking Dead	워킹 데드
ETC_20150317_005504	Achieved by resurrecting at least 100 times using TP.	NXP로 부활한 횟수 100회 이상 달성했다.
ETC_20150317_005505	Crafting Beginner	제작 초보자
ETC_20150317_005506	Succeeded crafting 10 times. Feels pretty good.	제작을 10회 성공했다. 득을 본 기분이다.
ETC_20150317_005507	Crafting Apprentice	제작 숙련자
ETC_20150317_005508	Succeeded crafting 50 times. Getting more used to crafting.	제작을 50회 성공했다. 이젠 제작도 꽤 손에 익었다.
ETC_20150317_005509	Crafting Expert	제작 전문가
ETC_20150317_005510	Succeeded crafting 100 times. Slowly building up wealth.	제작을 100회 성공했다. 점점 재산이 불어나는게 보인다.
ETC_20150317_005511	Crafting God	제작 신
ETC_20150317_005512	Succeeded crafting 300 times. No words can describe this feeling.	제작을 300회 성공했다. 말이 필요 없다.
ETC_20150317_005513	Challenger	도전자
ETC_20150317_005514	Knocked out 3 players.	플레이어 3명을 전투불능으로 만들었다.
ETC_20150317_005515	Gladiator	검투사
ETC_20150317_005516	Knocked out 10 players.	플레이어 10명을 전투불능으로 만들었다.
ETC_20150317_005517	Commander of War	전쟁의 지휘자
ETC_20150317_005518	Knocked out 20 players.	플레이어를 20명 전투불능으로 만들었다.
ETC_20150317_005519	God of War	전쟁의 신
ETC_20150317_005520	Knocked out 50 players.	플레이어를 50명 전투불능으로 만들었다.
ETC_20150317_005521	Dejected People	폐인
ETC_20150317_005522	Monster Energy	몬스터 에너지
ETC_20150317_005523	Play 7 days.	7일동안 플레이를 했다.
ETC_20150317_005524	Great Blessing	대길
ETC_20150317_005525	Dae-Gil Stalker	대길이 스토커
ETC_20150317_005526	Annoyed Dae-Gil 100 times.	대길이를 100번 귀찮게 하였다.
ETC_20150317_005527	Hair	헤어
ETC_20150317_005528	Cause I'm Special	난 소중하니깐
ETC_20150317_005529	Visited beauty salon 3 times	미용실 3번 방문하였다.
ETC_20150317_005530	Treasure Hunter	트레져 헌터
ETC_20150317_005531	Gained 20 treasure boxes from tomb raiding.	20개의 보물상자를 도굴하였다.
ETC_20150317_005532	Tournament	토너먼트
ETC_20150317_005533	Tournament Fan Club	토너먼트 팬클럽
ETC_20150317_005534	Gave 20 gifts away during the tournament.	경기중 20개의 선물을 줬다.
ETC_20150317_005535	Tournament Big Fan	토너먼트 광팬
ETC_20150317_005536	Gave 100 gifts away during the tournament.	경기중 100개의 선물을 줬다.
ETC_20150317_005537	Tournament Fan Club Vice President	토너먼트 팬클럽 부회장
ETC_20150317_005538	Gave 500 gifts away during the tournament.	경기중 500개의 선물을 줬다.
ETC_20150317_005539	Ranking Test 1	랭킹 테스트 1
ETC_20150317_005540	Damage Ranking	데미지 랭킹
ETC_20150317_005541	Overkill Count	오버 킬 횟수
ETC_20150317_005542	Player Kill Count	플레이어 킬 횟수
ETC_20150317_005543	Kepa Kill Count	케파 킬 횟수
ETC_20150317_005544	Monster Kill Count	몬스터 킬 횟수
ETC_20150317_005545	Resurrection Count	부활횟수
ETC_20150317_005546	Boss Monster Kill	보스 몬스터 킬
ETC_20150317_005547	Tournament Gift	토너먼트선물
ETC_20150317_005548	Quest Completion Count	퀘스트 수행 횟수
ETC_20150317_005549	Vegetable Cultivation Count	야채 재배 횟수
ETC_20150317_005550	Succeeded Commission Count	의뢰 성공 횟수
ETC_20150317_005551	Field Event Completion	필드 이벤트 완수
ETC_20150317_005552	Dae-Gil Conversation	대길이 대화
ETC_20150317_005553	Treasure Hunter	보물상자
ETC_20150317_005554	Item Crafting	아이템제작
ETC_20150317_005555	Beauty Salon	미용실
ETC_20150317_005556	Access Count	접속 횟수
ETC_20150317_005557	World Exploration Score	세계 탐색 점수
ETC_20150317_005558	Participation CBT1	CBT1 참여
ETC_20150317_005559	No stance	스탠스없음
ETC_20150317_005560	N/A	운기조식_공용
ETC_20150317_005561	N/A	시천권_총결
ETC_20150317_005562	Sakura Swordsmanship_High	매화검법_상
ETC_20150317_005563	Sakura Swrodsmanship_Mid	매화검법_중
ETC_20150317_005564	Sakura Swordsmanship_Low	매화검법_하
ETC_20150317_005565	Sakura Swordsmanship_High_Chain Attack	매화검법_상_연계
ETC_20150317_005566	Sakura Swrodsmanship_Mid_Chain Attack	매화검법_중_연계
ETC_20150317_005567	Sakura Swrodsmanship_Low_Chain Attack	매화검법_하_연계
ETC_20150317_005568	Character Movement Speed	캐릭터이동속도
ETC_20150317_005569	N/A	운기조식_화선
ETC_20150317_005570	N/A	경공술_화선
ETC_20150317_005571	For Testing	테스트용
ETC_20150317_005572	Fire Swords Middle Guild	화선도중당
ETC_20150317_005573	Hotel	영빈관
ETC_20150317_005574	Evaporation Office	기화영초원
ETC_20150317_005575	Mountain Top	산명탑
ETC_20150317_005576	Baehyeon Moon	배현문
ETC_20150317_005577	Bomung Top	보명탑
ETC_20150317_005578	Fire Swords Dock	화선도 선착장
ETC_20150317_005579	Maewageomgak	매화검각
ETC_20150317_005580	Heojeo Dock	허저부두
ETC_20150317_005581	Plum Blossoms Inn	매향관
ETC_20150317_005582	Yeonghwatan Dock	영화탄부두
ETC_20150317_005583	Huisindae	희신대
ETC_20150317_005584	Cheonggyeongyeon	청경연
ETC_20150317_005585	Gunamji	군암지
ETC_20150317_005586	Canyon Wind	협풍곡
ETC_20150317_005587	Present Wind Wall	현풍벽
ETC_20150317_005588	Flower Garden Main Street	화원대로
ETC_20150317_005589	Town Street	읍립로
ETC_20150317_005590	Song In Street	송인로
ETC_20150317_005591	Fire Line Main Street	화선주로
ETC_20150317_005592	See Water Forest	해수림
ETC_20150317_005593	Curernt Fire Place	현화구
ETC_20150317_005594	Large Flower Garden	대화원
ETC_20150317_005595	Small Flower Garden	소화원
ETC_20150317_005596	Heojeopyeong	허저평
ETC_20150317_005597	Hyeonga Farm	현가목장
ETC_20150317_005598	Bare hands	맨손
ETC_20150317_005599	Epee garde	에페 갸르드
ETC_20150317_005600	Shooting	사격
ETC_20150317_005601	Enlarge Head	머리키움
ETC_20150317_005602	Shrink Head	머리리줄임
ETC_20150317_005603	Enlarge Both Hands	양손키움
ETC_20150317_005604	Enlarge Both Foot	양발키움
ETC_20150317_005605	Enlarge Both Hands and Foot	머리양손양발키움
ETC_20150317_005606	Destructive Power Enhancement	파괴력 강화
ETC_20150317_005607	The attack power of Velakaras has increased.	베라카라스의 공격력이 증가합니다
ETC_20150317_005608	Possessed Activated Stone	활성석 지님
ETC_20150317_005609	You can destroy the Seal!	억제기를 파괴할 수 있습니다!
ETC_20150317_005610	Sandstone Powder Effect	사암가루 효과
ETC_20150317_005611	Attack Power Increase	공격력 상승
ETC_20150317_005612	Together, we have nothing to fear!	함께하니 무서울게 없습니다!
ETC_20150317_005613	A Holy Aura envelopes this monster!	신성한 기운이 이 몬스터를 둘러싸고 있습니다!
ETC_20150317_005614	Fog of Light	빛의 안개
ETC_20150317_005615	The Fog of Light conceals the caster from demons	빛의 안개가 마족들로부터 사용자를 숨겨줍니다
ETC_20150317_005616	Rampaging energy of the crimson flame gem	날뛰는 홍염의 보석의 기운
ETC_20150317_005617	Attack power increased from rampaging energy of the crimson flame gem.	홍염의 보석이 폭주면서 공격력이 증가합니다.
ETC_20150317_005618	Upgraded Thorn Flower Powder Effect	강화된 가시 꽃가루 효과
ETC_20150317_005619	Does not lose mind control under dark energy.	탁한 기운에서 정신을 잃지 않습니다.
ETC_20150317_005620	Unrecognizable	인식 불가
ETC_20150317_005621	The guardians cannot distinguish the allies and enemies due to corrupted aura of Ehad.	오염된 에하드의 기운때문에 수호자들이 아군과 적군을 구분하지 못합니다.
ETC_20150317_005622	Natural Regeneration	자연 치유력
ETC_20150317_005623	Fresh Water quickly heals Nefenders' HP	담수의 효과로 네펜더스의 체력이 빠르게 차오릅니다
ETC_20150317_005624	Neurotoxin	신경독
ETC_20150317_005625	The monster is synthesizing poison!	몬스터의 체내에서 합성독이 만들어지고 있습니다!
ETC_20150317_005626	You've been found	발각당함
ETC_20150317_005627	Found by flare. But will run away soon!	섬광탄에 의해 발각되었습니다. 하지만 곧 도망치겠죠!
ETC_20150317_005628	In confusion state due to getting hit by smoke bomb	연막탄에 맞아서 혼란상태에 빠졌습니다
ETC_20150317_005629	Binded	포박당함
ETC_20150317_005630	Binded by the shackle!	포승줄에 걸렸습니다!
ETC_20150317_005631	Romuva	로무바 
ETC_20150317_005632	Inflicts 20% additional damage against Demons!	마족들에게 20%추가 피해를 입힙니다!
ETC_20150317_005633	Demonic Aura Infection	마기 감염
ETC_20150317_005634	This monster has been infected by the Demonic Aura!	이 몬스터는 마기에 감염되었습니다!
ETC_20150317_005635	Scattered Stairs Party Buff	흩어진 계단 단체 버프
ETC_20150317_005636	Increased attack by 150	공격력이 +150 증가합니다
ETC_20150317_005637	Mahogany tree single floor forest party buff	적갈나무 단층 숲 단체 버프
ETC_20150317_005638	Defense has been increased by +100.	방어력이 +100 증가합니다
ETC_20150317_005639	Neutrality	중립
ETC_20150317_005640	Neutral Status	중립 상태
ETC_20150317_005641	Warning Signal!	위험신호!
ETC_20150317_005642	Gesti is nearby!	제스티가 근처에 있습니다!
ETC_20150317_005643	Sanctification	신성화
ETC_20150317_005644	The spirit has been seperated by the power of seal!	결계의 힘에 의해 영혼이 분리된 상태입니다!
ETC_20150317_005645	The Seal is charging!	결계가 충전 중입니다!
ETC_20150317_005646	Impure Aura Intoxication	탁기 중독
ETC_20150317_005647	You has been poisoned as the hazy energy from a summon crystal.	소환 수정에 흘러 나오는 탁한 기운에 중독됐습니다. 
ETC_20150317_005648	Brainwash	세뇌
ETC_20150317_005649	Brainwashing is in progress	세뇌가 진행 중입니다
ETC_20150317_005650	Romuva Holy Water's Effect: Conceals user from Demons	로무바 성수의 효과 : 마족에게 발각당하지 않음
ETC_20150317_005651	Holy Spirit Bomb has been attached	성령폭탄 부착됨
ETC_20150317_005652	Common Death	공용사망
ETC_20150317_005653	Holy Spirit Shackle	성령 결박
ETC_20150317_005654	Spirit Stone is syphoning this demon's life energy!	이 마족은 성령석에게 생명력을 흡수당하고 있습니다!
