QUEST_20150317_000001	Pilih Quest yang akan dimodifikasi.	퀘스트 수정이 필요한 유저를 선택해주세요.
QUEST_20150714_002038	Welcome! {nl}While I can do basic repairs, I don't have the materials to create anything. {nl}Take a look at what I have.	
QUEST_20150714_002039	When all is said and done, I don't lie about my prices. {nl}Everything I sell is priced honestly and accordingly.	
QUEST_20150714_002040	Fire is a grace sent to us by Goddess Gabija. {nl} You won't become a great Pyromancer if you don't acknowledge that.	
QUEST_20150714_002041	The goddesses may be all gone but my powers are still doing fine. {nl} I'm sure it's proof that Goddess Gabija is at least safe somewhere.	
QUEST_20150714_002042	Killing enemies one by one from a distance is the beauty of the bow and arrow. {nl}It doesn't matter how many shots you have to take, the shots that actually hit {nl}are the ones that count.	
QUEST_20150714_002043	Monk Lotze	
QUEST_20150714_002044	I'll do whatever it takes to take back the monastery from the monsters.	
QUEST_20150714_002045	I dislike those Hunters. {nl}Outsiders must not interfere with the affairs of the monastery.	
QUEST_20150714_002046	Monk Zidas	
QUEST_20150714_002047	It would do us good if everyone stopped being so stubborn. {nl}I am sure the Hunters will be a great help in retaking the monastery...	
QUEST_20150714_002048	I don't like how everyone is insisting their opinions to be right. {nl}It would be great if we helped each other.	
QUEST_20150714_002049	Monk Ortega	
QUEST_20150714_002050	I don't like those Hunters. {nl}Especially the one called Natasha. I don't know why she is bothering Potos...	
QUEST_20150714_002051	I'll make my preparations to retake the monastery from here. {nl}I could ask for the Hunters to lend me their power but... they're so cold-hearted.	
QUEST_20150714_002052	According to the priests, Laima is the goddess of fate and foresight. {nl}If Laima really exists, wouldn't she know the world would turn out like this?	
QUEST_20150714_002053	It's been a year since the civil war broke out. Prices in town have risen dramatically. {nl}Commander Ruklys has sent for aid, to restore the town's dwindling supplies.	
QUEST_20150714_002054	It's been a while since we've had any good news. {nl}There's talk about King Kadumel going after the commander.	
QUEST_20150714_002055	The guard posts have been reinforced in response to the king's forces movements in the country.	
QUEST_20150714_002056	It's been confirmed that the king commands a large army. {nl}But if General Hayatin can muster enough volunteer soldiers,{nl}the incompetent king will likely surrender or retreat.	
QUEST_20150714_002057	The city is running out of food and supplies. {nl}There are only mice in the food storage and the city... {nl}{nl}(The rest is illegible.)	
QUEST_20150714_002058	Rumor has it that Ruklys has heard about the citizens' harsh conditions {nl}and is negotiating with Kadumel for their amnesty. {nl}{nl}If the commander wants, we could just stand still...	
QUEST_20150714_002059	Premier Eminent is in talks with Commander Ruklys. {nl}We may have to move to the Fortress of the Land and let the Royal Army claim the city.	
QUEST_20150714_002060	It's good news for our the civilians at least. {nl}Despite the town being conceded, the Fortress of the Land will not be taken as easily.	
QUEST_20150714_002061	King Kadumel is keen on persecuting the townspeople and burning the Fortress of the Land.{nl}The premier is pushing Commander Ruklys to negotiate terms, {nl}ensuring that the civilians are safe from enemy forces.	
QUEST_20150714_002062	Despite the Royal Army occupying the town, there has yet to be any threatening movement. {nl}What's going to happen to us...	
QUEST_20150714_002063	As promised, I will cast magic on you that will protect you from the Petrifying Frost. {nl}But if you leave this region, this magic won't be as effective so be careful.	
QUEST_20150714_002064	There has been no progress since Ruklys' group retreated to the Fortress of the Land. {nl}The priests under Maven's direction are reluctant to fight, {nl}and the king is hiring mages by paying them a hefty sum.	
QUEST_20150714_002065	But we expect little to no progress at all even after their participation.	
QUEST_20150714_002066	How could this happen?! {nl}Lydia Schaffen is aiding Kadumel's forces!	
QUEST_20150714_002067	Lydia Schaffen, a person I've only heard of in rumors, came to the city with her followers. {nl}The officers and soldiers expect she'll change the tide of the battle. {nl}His Majesty ordered us to support her to the best of our ability.	
QUEST_20150714_002068	Commander Ruklys has fallen in battle, and the Fortress of the Land has been taken. {nl}Some people say he was killed by Lydia Schaffen's arrow,{nl}while others say by the royal magicians' magic. {nl}{nl}It is indeed sad news.	
QUEST_20150714_002069	Propaganda of the Kingdom	
QUEST_20150714_002070	Surrender by throwing away your weapons.{nl}It is indeed your fault that you've created the Fortress of the Land to stand against the kingdom, {nl}but the merciful King Kadumel will spare you.	
QUEST_20150714_002071	Only Premier Eminent, the chancellor of the great kingdom will forgive your treason. {nl}Surrender. You've been misled by the criminal, Ruklys.	
QUEST_20150714_002072	Long live the great Royal Army! {nl}Long live the great Premier Eminent!	
QUEST_20150714_002073	Even Lydia Schaffen, a friend of Ruklys, sided with the Royal Army. {nl}No one will stand on your side. {nl}With your hands, collapse the Fortress of the Land, the proof of your treason, {nl}and wave the white flag. {nl}{nl}The faithful Premier Eminent shall forgive all.	
QUEST_20150714_002074	Are you going to die with Ruklys who misled you with his malicious tricks,{nl}to create the Fortress of the Land to stand against the kingdom? {nl}{nl}Or live a new life by serving the king until the end by following the way of Premier Eminent,{nl}who protected the kingdom from the rebellion?	
QUEST_20150714_002075	Records of the Rebel Army	
QUEST_20150714_002076	As I was retreating from the Royal Army, I encountered many demons. {nl}It doesn't make sense. Where did they come from?	
QUEST_20150714_002077	There's no hope at all. Ah... my lovely Ridell. {nl}The kingdom soldiers did not keep their word. We're all going to die.	
QUEST_20150714_002078	Those soldiers of the Royal Army! Especially Premier Eminent! {nl}They're no different from demons. Even the goddesses would not forgive them.	
QUEST_20150714_002079	I don't want to die. {nl}We were just following the goddesses' words. {nl}Everyone is killing each other in the names of the goddesses. {nl}Who has deceived us? {nl}	
QUEST_20150714_002080	Royal Army Recruit Propaganda	
QUEST_20150714_002081	The Royal Army needs competent people like you! {nl}Loyalty to the kingdom! To victory and a brighter future!	
QUEST_20150714_002082	Pledge loyalty to the Royal Army and become a new and better person. {nl}The goddesses protect our armies.	
QUEST_20150714_002083	Life and death... which one would you choose? {nl}The only way to survive is to swear loyalty to the kingdom!	
QUEST_20150714_002084	Don't forget that the Royal Army has won 600 years ago. {nl}Join us. You sins can be forgiven.	
QUEST_20150714_002085	Please move with us if possible. {nl}There's been a number of monster sightings near here.	
QUEST_20150714_002086	The supplies should be here soon... {nl}Are they going to be late again?	
QUEST_20150714_002087	You will need various tools when traveling. {nl}It's better to buy them in advance.	
QUEST_20150714_002088	Goddess Laima... Actually, I don't know her that well. No one does, except for her priests. {nl}I heard she's the goddess of fate and foresight, but she has not once appeared before us.	
QUEST_20150714_002089	I just remembered something while I was talking to you. {nl}Maybe Goddess Laima knew everything about the disaster beforehand.	
QUEST_20150714_002090	I pray to Goddess Gabija everyday. It keeps the house warm. {nl}As you may already know, Goddess Gabija controls fire and since I'm a housewife, {nl}I am close to fire as well.	
QUEST_20150714_002091	If you cleverly use the dry air that forms around areas of severe cold, {nl}you'd be able to freeze any object even in a desert. {nl}{nl}However, if you can't receive the blessing from the goddess, {nl}it won't be possible to make that kind of air.	
QUEST_20150714_002092	The Records of the Master Himself	
QUEST_20150714_002093	I've studied magic for a long time as a sorcerer. {nl}From the process, the advancement of sorcery can't be explained without relating with demons, {nl}and since they've fought against the goddesses, {nl}the field has been widened to the study of the goddesses as well.	
QUEST_20150714_002094	While I was doing that, I learned of the field of accumulation. {nl}It's an empty field. The theory of the beginning and the end is a fantastic library,{nl}at the boundary of transcendency, all for one purpose.	
QUEST_20150714_002095	Records about Disciple Laius	
QUEST_20150714_002096	My other disciple, Laius, is clever and a fast learner but has an insatiable greed for knowledge. {nl}I am worried that he may fail the task. {nl}A scholar should always try to learn, but obsessing about it will make one walk the wrong path.	
QUEST_20150714_002097	Despite that, Laius is a disciple I acknowledge. {nl}His passion towards me and knowledge is just being expressed in a wrong way.	
QUEST_20150714_002098	I hope Laius realizes this himself. {nl}Since he is my disciple, I believe he can do it.	
QUEST_20150714_002099	Records about Disciple Hones	
QUEST_20150714_002100	Among my disciples, two of them followed me until my later years and,{nl}will be my successors after my death.	
QUEST_20150714_002101	Hones, who is one of them, is lacking in scholarly intelligence. {nl}However, I am sure his faithfulness and efforts will help him follow my teachings.	
QUEST_20150714_002102	Records of the Hidden Object	
QUEST_20150714_002103	...I don't know whether I should thank the goddesses for this discovery or not. My greed for knowledge can ruin the world.	
QUEST_20150714_002104	I can't sleep well for fear of my research results being spread by demon investigation. {nl}That's why I wish to pass the rest of the research to the one I can trust.	
QUEST_20150714_002105	The Inheritance of the Master	
QUEST_20150714_002106	As the priests and theologians know, Goddess Vaivora is in charge of the library,{nl}where all records of the world are stored. I was able to check several records in that {nl}fantastic library after the research and long studying I can't tell anyone about at the moment. {nl}	
